OBJECTID,L0Continuum_of_Care_Grantee_Are,COCNUM,COCCAT,TOT_18,SH_ES_18,SH_TH_18,SH_SH_18,SH_TOT_18,UNSH_TOT_18,IND_TOT_18,SH_ES_IND_18,SH_TH_IND_18,SH_SH_IND_18,SH_TOT_IND_18,UNSH_IND_18,PFAM_TOT_18,SH_ES_PFAM_18,SH_TH_PFAM_18,SH_TOT_PFAM_18,UNSH_PFAM_18,FAM_TOT_18,SH_ES_FAM_18,SH_TH_FAM_18,SH_TOT_FAM_18,UNSH_FAM_18,CH_TOT_18,SH_ES_CH_18,SH_SH_CH_18,SH_TOT_CH_18,UNSH_CH_18,CH_IND_TOT_18,SH_ES_CH_IND_18,SH_SH_CH_IND_18,SH_TOT_CH_IND_18,UNSH_CH_IND_18,CH_PFAM_TOT_18,SH_ES_CH_PFAM_18,SH_TOT_CH_PFAM_18,UNSH_CH_PFAM_18,VETS_TOT_18,SH_ES_VETS_18,SH_TH_VETS_18,SH_SH_VETS_18,SH_TOT_VETS_18,UNSH_VETS_18,UY_TOT_18,SH_ES_UY_18,SH_TH_UY_18,SH_SH_UY_18,SH_TOT_UY_18,UNSH_UY_18,UYLT18_TOT_18,SH_ES_UYLT18_18,SH_TH_UYLT18_18,SH_SH_UYLT18_18,SH_TOT_UYLT18_18,UNSH_UYLT18_18,UY1824_TOT_18,SH_ES_UY1824_18,SH_TH_UY1824_18,SH_SH_UY1824_18,SH_TOT_UY1824_18,UNSH_UY1824_18,PY_TOT_18,SH_ES_PY_18,SH_TH_PY_18,SH_TOT_PY_18,UNSH_PY_18,PYLT18_TOT_18,SH_ES_PYLT18_18,SH_TH_PYLT18_18,SH_TOT_PYLT18_18,UNSH_PYLT18_18,PY1824_TOT_18,SH_ES_PY1824_18,SH_TH_PY1824_18,SH_TOT_PY1824_18,UNSH_PY1824_18,CPY_TOT_18,SH_ES_CPY_18,SH_TH_CPY_18,SH_TOT_CPY_18,UNSH_CPY_18,TOT_13,SH_ES_13,SH_TH_13,SH_SH_13,SH_TOT_13,UNSH_TOT_13,IND_TOT_13,SH_ES_IND_13,SH_TH_IND_13,SH_SH_IND_13,SH_TOT_IND_13,UNSH_IND_13,PFAM_TOT_13,SH_ES_PFAM_13,SH_TH_PFAM_13,SH_TOT_PFAM_13,UNSH_PFAM_13,FAM_TOT_13,SH_ES_FAM_13,SH_TH_FAM_13,SH_TOT_FAM_13,UNSH_FAM_13,CH_TOT_13,SH_ES_CH_13,SH_SH_CH_13,SH_TOT_CH_13,UNSH_CH_13,CH_IND_TOT_13,SH_ES_CH_IND_13,SH_SH_CH_IND_13,SH_TOT_CH_IND_13,UNSH_CH_IND_13,CH_PFAM_TOT_13,SH_ES_CH_PFAM_13,SH_TOT_CH_PFAM_13,UNSH_CH_PFAM_13,VETS_TOT_13,SH_TOT_VETS_13,UNSH_VETS_13,TOT_08,SH_ES_08,SH_TH_08,SH_SH_08,SH_TOT_08,UNSH_TOT_08,IND_TOT_08,SH_ES_IND_08,SH_TH_IND_08,SH_SH_IND_08,SH_TOT_IND_08,UNSH_IND_08,PFAM_TOT_08,SH_ES_PFAM_08,SH_TH_PFAM_08,SH_TOT_PFAM_08,UNSH_PFAM_08,FAM_TOT_08,SH_ES_FAM_08,SH_TH_FAM_08,SH_TOT_FAM_08,UNSH_FAM_08,CH_IND_TOT_08,SH_TOT_CH_IND_08,UNSH_CH_IND_08,Merger_flag,COCNAME,SHAPE_Length,SHAPE_Area
239,"Phoenix, Mesa/Maricopa County CoC",AZ-502,Major Cities,6298,2099,1555,26,3680,2618,4542,1264,680,26,1970,2572,1756,835,875,1710,46,519,239,266,505,14,974,353,5,358,616,959,340,5,345,614,15,13,13,2,413,80,169,26,275,138,415,127,146,0,273,142,38,19,19,0,38,0,377,108,127,0,235,142,24,13,11,24,0,0,0,0,0,0,24,13,11,24,0,37,20,17,37,0,5889,2177,2106,25,4308,1581,3460,1437,506,25,1968,1492,2429,740,1600,2340,89,801,246,533,779,22,499,161,25,186,313,482,152,25,177,305,17,9,9,8,511,388,123,7189,2233,2530,0,4763,2426,4686,1299,1010,0,2309,2377,2503,934,1520,2454,49,711,267,434,701,10,1187,363,824,0,"Phoenix, Mesa/Maricopa County CoC",8.2141781658762,2.31947967354203
240,"Alpine, Inyo, Mono Counties CoC",CA-530,Rural CoCs,157,1,0,0,1,156,145,1,0,0,1,144,12,0,0,0,12,3,0,0,0,3,65,1,0,1,64,65,1,0,1,64,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Alpine, Inyo, Mono Counties CoC",13.6540184555777,3.69514531974032
241,San Diego City and County CoC,CA-601,Major Cities,8576,1948,1574,64,3586,4990,7063,1468,855,64,2387,4676,1513,480,719,1199,314,483,143,238,381,102,2171,744,27,771,1400,1991,619,27,646,1345,180,125,125,55,1312,290,320,43,653,659,876,74,112,0,186,690,105,16,14,0,30,75,771,58,98,0,156,615,87,13,52,65,22,0,0,0,0,0,87,13,52,65,22,101,17,66,83,18,8879,947,3311,47,4305,4574,7013,679,1891,47,2617,4396,1866,268,1420,1688,178,597,88,460,548,49,2531,206,28,234,2297,2472,196,28,224,2248,59,10,10,49,1486,798,688,8455,1263,3154,0,4417,4038,5995,809,1432,0,2241,3754,2460,454,1722,2176,284,758,94,562,656,102,1231,578,653,1,San Diego City and County CoC,6.42926566058298,1.05906061585381
242,"Santa Ana, Anaheim/Orange County CoC",CA-602,Suburban CoCs,4955,1435,936,0,2371,2584,3780,1052,210,0,1262,2518,1175,383,726,1109,66,371,121,230,351,20,1066,457,0,457,609,1038,434,0,434,604,28,23,23,5,419,41,21,0,62,357,125,46,4,0,50,75,9,9,0,0,9,0,116,37,4,0,41,75,21,6,15,21,0,0,0,0,0,0,21,6,15,21,0,27,7,20,27,0,4251,1145,1428,0,2573,1678,2712,631,406,0,1037,1675,1539,514,1022,1536,3,523,169,353,522,1,829,156,0,156,673,797,129,0,129,668,32,27,27,5,446,177,269,3649,1410,1168,0,2578,1071,2112,936,360,0,1296,816,1537,474,808,1282,255,513,171,268,439,74,257,36,221,0,"Santa Ana, Anaheim/Orange County CoC",2.42770398010427,0.201243058428592
243,Bakersfield/Kern County CoC,CA-604,Other Urban CoCs,885,394,121,0,515,370,715,249,104,0,353,362,170,145,17,162,8,56,49,4,53,3,133,35,0,35,98,129,31,0,31,98,4,4,4,0,80,11,51,0,62,18,56,22,7,0,29,27,0,0,0,0,0,0,56,22,7,0,29,27,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,11,11,0,11,0,1152,378,169,0,547,605,924,245,128,0,373,551,228,133,41,174,54,73,41,12,53,20,286,41,0,41,245,261,36,0,36,225,25,5,5,20,135,70,65,1537,389,516,0,905,632,1248,252,394,0,646,602,289,137,122,259,30,89,40,43,83,6,316,69,247,0,Bakersfield/Kern County CoC,7.28430857926913,2.09617575623945
244,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,Other Urban CoCs,1308,289,178,11,478,830,1109,253,36,11,300,809,199,36,142,178,21,74,17,51,68,6,280,42,9,51,229,280,42,9,51,229,0,0,0,0,62,15,8,0,23,39,41,7,2,0,9,32,1,0,0,0,0,1,40,7,2,0,9,31,6,3,3,6,0,0,0,0,0,0,6,3,3,6,0,6,4,2,6,0,1674,334,256,10,600,1074,1294,278,86,10,374,920,380,56,170,226,154,114,20,47,67,47,797,56,6,62,735,710,50,6,56,654,87,6,6,81,140,22,118,1961,259,292,0,551,1410,1180,161,107,0,268,912,781,98,185,283,498,369,42,50,92,277,301,42,259,1,"Oxnard, San Buenaventura/Ventura County CoC",3.90604432836915,0.471988213737086
245,Glendale CoC,CA-612,Other Urban CoCs,260,52,52,0,104,156,168,29,0,0,29,139,92,23,52,75,17,30,6,18,24,6,49,11,0,11,38,49,11,0,11,38,0,0,0,0,12,0,0,0,0,12,9,5,0,0,5,4,0,0,0,0,0,0,9,5,0,0,5,4,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,3,0,3,3,0,318,124,87,0,211,107,200,97,0,0,97,103,118,27,87,114,4,39,9,29,38,1,108,62,0,62,46,89,43,0,43,46,19,19,19,0,23,11,12,296,151,82,0,233,63,161,113,10,0,123,38,135,38,72,110,25,50,16,26,42,8,79,64,15,0,Glendale CoC,0.568092782682176,0.00774262453183199
246,Idaho Balance of State CoC,ID-501,Rural CoCs,1256,437,217,0,654,602,684,224,56,0,280,404,572,213,161,374,198,165,63,51,114,51,142,39,0,39,103,127,27,0,27,100,15,12,12,3,102,24,24,0,48,54,82,29,3,0,32,50,7,3,0,0,3,4,75,26,3,0,29,46,15,7,1,8,7,0,0,0,0,0,15,7,1,8,7,12,6,1,7,5,1087,307,452,0,759,328,540,151,126,0,277,263,547,156,326,482,65,172,51,103,154,18,163,72,0,72,91,108,32,0,32,76,55,40,40,15,96,56,40,853,241,456,0,697,156,397,136,159,0,295,102,456,105,297,402,54,166,38,106,144,22,36,11,25,0,Idaho Balance of State CoC,34.1295840035747,24.1539805385442
247,McHenry County CoC,IL-500,Suburban CoCs,179,87,87,0,174,5,124,58,61,0,119,5,55,29,26,55,0,20,11,9,20,0,23,19,0,19,4,23,19,0,19,4,0,0,0,0,39,15,24,0,39,0,14,9,5,0,14,0,1,1,0,0,1,0,13,8,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,63,117,0,180,5,111,51,55,0,106,5,74,12,62,74,0,24,5,19,24,0,9,8,0,8,1,9,8,0,8,1,0,0,0,0,25,25,0,199,54,141,0,195,4,122,49,69,0,118,4,77,5,72,77,0,24,2,22,24,0,41,37,4,0,McHenry County CoC,1.81262665359586,0.172906923867313
248,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,Other Urban CoCs,188,109,70,0,179,9,121,75,37,0,112,9,67,34,33,67,0,20,9,11,20,0,9,8,0,8,1,9,8,0,8,1,0,0,0,0,7,5,1,0,6,1,11,10,1,0,11,0,2,2,0,0,2,0,9,8,1,0,9,0,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,7,7,0,7,0,214,59,112,0,171,43,156,59,71,0,130,26,58,0,41,41,17,15,0,11,11,4,8,4,0,4,4,8,4,0,4,4,0,0,0,0,31,28,3,429,236,180,0,416,13,158,136,20,0,156,2,271,100,160,260,11,102,35,63,98,4,59,57,2,0,"Champaign, Urbana, Rantoul/Champaign County CoC",2.10842023798852,0.273271779557321
249,Madison County CoC,IL-504,Suburban CoCs,146,95,0,0,95,51,88,44,0,0,44,44,58,51,0,51,7,17,15,0,15,2,22,3,0,3,19,15,1,0,1,14,7,2,2,5,5,3,0,0,3,2,5,4,0,0,4,1,3,3,0,0,3,0,2,1,0,0,1,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,201,70,103,0,173,28,46,20,9,0,29,17,155,50,94,144,11,44,17,24,41,3,7,1,0,1,6,7,1,0,1,6,0,0,0,0,7,4,3,214,87,102,0,189,25,69,44,4,0,48,21,145,43,98,141,4,44,14,29,43,1,3,0,3,0,Madison County CoC,2.10924918812024,0.198976288157231
250,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,Suburban CoCs,400,291,72,3,366,34,248,184,29,3,216,32,152,107,43,150,2,41,27,13,40,1,54,46,1,47,7,54,46,1,47,7,0,0,0,0,37,23,5,3,31,6,13,9,4,0,13,0,0,0,0,0,0,0,13,9,4,0,13,0,4,2,1,3,1,0,0,0,0,0,4,2,1,3,1,5,3,1,4,1,396,261,109,0,370,26,252,181,49,0,230,22,144,80,60,140,4,48,25,21,46,2,52,51,0,51,1,48,47,0,47,1,4,4,4,0,26,23,3,350,126,216,0,342,8,202,110,84,0,194,8,148,16,132,148,0,44,5,39,44,0,65,65,0,0,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",4.76535279339672,0.747990615751149
251,"East St. Louis, Belleville/St. Clair County CoC",IL-508,Suburban CoCs,250,55,105,0,160,90,124,20,41,0,61,63,126,35,64,99,27,40,11,23,34,6,26,10,0,10,16,17,3,0,3,14,9,7,7,2,29,7,17,0,24,5,11,2,1,0,3,8,0,0,0,0,0,0,11,2,1,0,3,8,7,1,6,7,0,0,0,0,0,0,7,1,6,7,0,14,1,13,14,0,213,32,114,0,146,67,121,11,43,0,54,67,92,21,71,92,0,31,5,26,31,0,24,0,0,0,24,22,0,0,0,22,2,0,0,2,41,29,12,670,90,128,0,218,452,306,58,28,0,86,220,364,32,100,132,232,98,10,36,46,52,59,12,47,0,"East St. Louis, Belleville/St. Clair County CoC",1.90119306229922,0.180209688787198
252,Cook County CoC,IL-511,Suburban CoCs,873,511,246,24,781,92,559,369,77,24,470,89,314,142,169,311,3,105,44,60,104,1,134,96,15,111,23,131,93,15,108,23,3,3,3,0,50,15,21,11,47,3,62,21,37,1,59,3,1,1,0,0,1,0,61,20,37,1,58,3,21,7,12,19,2,0,0,0,0,0,21,7,12,19,2,24,7,16,23,1,1242,506,570,15,1091,151,693,395,137,15,547,146,549,111,433,544,5,176,38,137,175,1,109,64,15,79,30,109,64,15,79,30,0,0,0,0,121,100,21,1420,512,650,0,1162,258,721,342,130,0,472,249,699,170,520,690,9,328,64,261,325,3,256,160,96,1,Cook County CoC,5.05741376283282,0.203021606023451
253,Bloomington/Central Illinois CoC,IL-512,Rural CoCs,387,285,77,0,362,25,248,197,28,0,225,23,139,88,49,137,2,52,33,18,51,1,43,31,0,31,12,34,22,0,22,12,9,9,9,0,10,9,0,0,9,1,69,50,17,0,67,2,23,19,4,0,23,0,46,31,13,0,44,2,9,7,1,8,1,0,0,0,0,0,9,7,1,8,1,13,10,2,12,1,536,274,130,16,420,116,353,214,63,16,293,60,183,60,67,127,56,75,17,30,47,28,62,53,4,57,5,57,48,4,52,5,5,5,5,0,15,7,8,467,241,158,0,399,68,228,156,29,0,185,43,239,85,129,214,25,73,27,40,67,6,57,44,13,0,Bloomington/Central Illinois CoC,10.6199249935952,2.13592008047836
254,Decatur/Macon County CoC,IL-516,Other Urban CoCs,161,87,53,0,140,21,98,69,11,0,80,18,63,18,42,60,3,18,4,13,17,1,16,13,0,13,3,16,13,0,13,3,0,0,0,0,4,4,0,0,4,0,6,2,2,0,4,2,0,0,0,0,0,0,6,2,2,0,4,2,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,3,1,2,3,0,247,115,75,0,190,57,144,77,18,0,95,49,103,38,57,95,8,35,14,18,32,3,69,38,0,38,31,42,27,0,27,15,27,11,11,16,12,10,2,347,94,73,0,167,180,124,52,13,0,65,59,223,42,60,102,121,73,14,23,37,36,34,21,13,0,Decatur/Macon County CoC,1.73841708400567,0.159711695811626
255,Indiana Balance of State CoC,IN-502,Rural CoCs,3576,2288,822,23,3133,443,2477,1590,429,23,2042,435,1099,698,393,1091,8,353,227,123,350,3,244,243,0,243,1,235,234,0,234,1,9,9,9,0,278,134,85,23,242,36,202,123,43,0,166,36,21,17,3,0,20,1,181,106,40,0,146,35,46,32,14,46,0,1,0,1,1,0,45,32,13,45,0,65,42,23,65,0,4497,2226,1691,0,3917,580,2642,1441,733,0,2174,468,1855,785,958,1743,112,588,244,311,555,33,398,272,0,272,126,347,224,0,224,123,51,48,48,3,423,357,66,5904,2388,2171,0,4559,1345,3812,1651,968,0,2619,1193,2092,737,1203,1940,152,691,249,401,650,41,575,162,413,1,Indiana Balance of State CoC,18.7749109522543,9.76342161862226
256,San Jose/Santa Clara City & County CoC,CA-500,Major Cities,7254,1151,635,20,1806,5448,6267,754,341,20,1115,5152,987,397,294,691,296,272,115,86,201,71,2139,338,6,344,1795,2056,292,6,298,1758,83,46,46,37,658,70,116,20,206,452,2517,31,50,0,81,2436,506,6,0,0,6,500,2011,25,50,0,75,1936,33,8,17,25,8,0,0,0,0,0,33,8,17,25,8,42,11,22,33,9,7631,918,1023,16,1957,5674,6564,623,307,16,946,5618,1067,295,716,1011,56,349,124,208,332,17,2518,252,7,259,2259,2509,252,7,259,2250,9,0,0,9,718,139,579,7202,999,1102,0,2101,5101,5945,759,346,0,1105,4840,1257,240,756,996,261,366,76,221,297,69,1757,223,1534,0,San Jose/Santa Clara City & County CoC,3.88829849509087,0.341463565602266
257,Sacramento City & County CoC,CA-503,Major Cities,3621,1124,445,0,1569,2052,3104,787,282,0,1069,2035,517,337,163,500,17,161,97,58,155,6,1192,389,0,389,803,1158,355,0,355,803,34,34,34,0,492,90,75,0,165,327,239,50,71,0,121,118,2,2,0,0,2,0,237,48,71,0,119,118,28,5,23,28,0,0,0,0,0,0,28,5,23,28,0,39,7,32,39,0,2538,808,944,0,1752,786,1737,435,521,0,956,781,801,373,423,796,5,249,108,140,248,1,440,155,0,155,285,432,147,0,147,285,8,8,8,0,302,166,136,2615,682,667,0,1349,1266,2173,551,389,0,940,1233,442,131,278,409,33,161,47,102,149,12,680,238,442,0,Sacramento City & County CoC,3.48354272600097,0.268067021227296
258,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,Suburban CoCs,2996,801,266,0,1067,1929,2657,595,165,0,760,1897,339,206,101,307,32,104,61,30,91,13,747,115,0,115,632,715,88,0,88,627,32,27,27,5,207,43,20,0,63,144,505,40,22,0,62,443,34,7,3,0,10,24,471,33,19,0,52,419,10,3,5,8,2,0,0,0,0,0,10,3,5,8,2,14,6,6,12,2,4280,504,467,0,971,3309,3829,374,200,0,574,3255,451,130,267,397,54,152,51,85,136,16,1168,134,0,134,1034,1148,119,0,119,1029,20,15,15,5,400,57,343,1314,453,329,0,782,532,888,278,129,0,407,481,426,175,200,375,51,149,55,71,126,23,297,79,218,0,"Santa Rosa, Petaluma/Sonoma County CoC",4.05990807730436,0.425442248083023
259,Marin County CoC,CA-507,Suburban CoCs,1095,237,150,0,387,708,920,196,46,0,242,678,175,41,104,145,30,58,16,34,50,8,399,107,0,107,292,388,101,0,101,287,11,6,6,5,89,8,14,0,22,67,133,11,7,0,18,115,18,0,0,0,0,18,115,11,7,0,18,97,3,1,1,2,1,0,0,0,0,0,3,1,1,2,1,4,2,1,3,1,676,188,317,0,505,171,438,148,119,0,267,171,238,40,198,238,0,78,10,68,78,0,89,26,0,26,63,87,24,0,24,63,2,2,2,0,54,28,26,1002,139,463,0,602,400,846,122,343,0,465,381,156,17,120,137,19,52,6,37,43,9,172,41,131,0,Marin County CoC,4.09211041550003,0.139767665563772
260,Virginia Beach CoC,VA-503,Major Cities,243,162,9,0,171,72,198,126,9,0,135,63,45,36,0,36,9,14,12,0,12,2,40,30,0,30,10,40,30,0,30,10,0,0,0,0,33,15,9,0,24,9,23,18,0,0,18,5,8,8,0,0,8,0,15,10,0,0,10,5,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,5,5,0,5,0,456,192,197,0,389,67,256,131,58,0,189,67,200,61,139,200,0,63,20,43,63,0,93,63,0,63,30,89,59,0,59,30,4,4,4,0,78,69,9,484,249,157,0,406,78,233,127,30,0,157,76,251,122,127,249,2,80,38,41,79,1,88,42,46,0,Virginia Beach CoC,3.95735987036806,0.068696153140718
261,"Huntington/Cabell, Wayne Counties CoC",WV-501,Rural CoCs,190,142,17,10,169,21,149,115,3,10,128,21,41,27,14,41,0,13,9,4,13,0,6,2,1,3,3,6,2,1,3,3,0,0,0,0,14,12,0,0,12,2,11,7,0,0,7,4,0,0,0,0,0,0,11,7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,125,76,11,212,15,131,76,29,11,116,15,96,49,47,96,0,32,14,18,32,0,46,27,8,35,11,46,27,8,35,11,0,0,0,0,17,13,4,264,139,93,0,232,32,204,100,72,0,172,32,60,39,21,60,0,22,14,8,22,0,103,95,8,0,"Huntington/Cabell, Wayne Counties CoC",2.89200783605504,0.213269341148058
262,Atlantic City & County CoC,NJ-500,Suburban CoCs,437,240,66,0,306,131,401,204,66,0,270,131,36,36,0,36,0,12,12,0,12,0,105,44,0,44,61,105,44,0,44,61,0,0,0,0,48,3,34,0,37,11,42,36,2,0,38,4,0,0,0,0,0,0,42,36,2,0,38,4,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,9,9,0,9,0,746,674,12,0,686,60,488,428,6,0,434,54,258,246,6,252,6,86,81,2,83,3,124,101,0,101,23,114,91,0,91,23,10,10,10,0,44,35,9,476,377,21,0,398,78,382,293,17,0,310,72,94,84,4,88,6,40,35,2,37,3,85,72,13,0,Atlantic City & County CoC,7.4665382626187,0.153621159847604
263,Burlington County CoC,NJ-502,Suburban CoCs,840,683,101,0,784,56,457,388,17,0,405,52,383,295,84,379,4,110,87,22,109,1,81,59,0,59,22,79,57,0,57,22,2,2,2,0,22,15,2,0,17,5,41,38,2,0,40,1,1,1,0,0,1,0,40,37,2,0,39,1,20,16,4,20,0,0,0,0,0,0,20,16,4,20,0,22,17,5,22,0,671,600,29,0,629,42,300,257,9,0,266,34,371,343,20,363,8,125,117,4,121,4,85,77,0,77,8,34,30,0,30,4,51,47,47,4,32,17,15,896,613,167,0,780,116,610,393,115,0,508,102,286,220,52,272,14,152,112,33,145,7,218,187,31,0,Burlington County CoC,2.41769811603178,0.223376590133273
264,Louisiana Balance of State CoC,LA-509,Suburban CoCs,575,239,202,0,441,134,526,198,202,0,400,126,49,41,0,41,8,16,14,0,14,2,101,39,0,39,62,97,35,0,35,62,4,4,4,0,96,27,58,0,85,11,58,27,21,0,48,10,23,20,3,0,23,0,35,7,18,0,25,10,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1061,250,656,1,907,154,972,191,629,1,821,151,89,59,27,86,3,29,20,8,28,1,137,38,0,38,99,81,24,0,24,57,56,14,14,42,126,72,54,1263,278,573,0,851,412,857,153,422,0,575,282,406,125,151,276,130,135,45,49,94,41,217,64,153,1,Louisiana Balance of State CoC,97.9871681168481,2.99528445639099
265,Worcester City & County CoC,MA-506,Suburban CoCs,1852,1195,474,13,1682,170,764,267,314,13,594,170,1088,928,160,1088,0,321,270,51,321,0,133,59,11,70,63,104,30,11,41,63,29,29,29,0,215,12,194,0,206,9,81,18,42,0,60,21,0,0,0,0,0,0,81,18,42,0,60,21,58,42,16,58,0,0,0,0,0,0,58,42,16,58,0,75,50,25,75,0,1657,1043,546,13,1602,55,586,204,324,13,541,45,1071,839,222,1061,10,323,237,82,319,4,69,48,0,48,21,58,37,0,37,21,11,11,11,0,184,175,9,1291,672,585,0,1257,34,586,318,234,0,552,34,705,354,351,705,0,246,125,121,246,0,129,112,17,0,Worcester City & County CoC,3.85106549828101,0.446896614441561
266,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,Suburban CoCs,651,399,198,0,597,54,406,164,188,0,352,54,245,235,10,245,0,66,63,3,66,0,72,67,0,67,5,47,42,0,42,5,25,25,25,0,192,27,161,0,188,4,16,3,8,0,11,5,0,0,0,0,0,0,16,3,8,0,11,5,8,8,0,8,0,1,1,0,1,0,7,7,0,7,0,11,11,0,11,0,678,280,358,0,638,40,493,137,319,0,456,37,185,143,39,182,3,71,55,15,70,1,117,85,0,85,32,93,64,0,64,29,24,21,21,3,244,244,0,237,49,161,0,210,27,181,25,134,0,159,22,56,24,27,51,5,23,12,10,22,1,31,18,13,0,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",4.67356894313599,0.627967917633644
267,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,Suburban CoCs,732,623,60,6,689,43,240,148,43,6,197,43,492,475,17,492,0,161,153,8,161,0,75,69,6,75,0,33,27,6,33,0,42,42,42,0,30,4,26,0,30,0,11,9,2,0,11,0,0,0,0,0,0,0,11,9,2,0,11,0,26,24,2,26,0,0,0,0,0,0,26,24,2,26,0,35,32,3,35,0,1286,1120,119,11,1250,36,250,165,38,11,214,36,1036,955,81,1036,0,362,329,33,362,0,146,119,8,127,19,113,86,8,94,19,33,33,33,0,15,13,2,656,378,247,0,625,31,367,161,175,0,336,31,289,217,72,289,0,106,74,32,106,0,88,78,10,0,"Gloucester, Haverhill, Salem/Essex County CoC",5.8382470221145,0.14194188922082
268,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,Suburban CoCs,1090,1055,0,13,1068,22,335,300,0,13,313,22,755,755,0,755,0,252,252,0,252,0,180,165,0,165,15,109,94,0,94,15,71,71,71,0,46,33,0,13,46,0,21,20,0,0,20,1,0,0,0,0,0,0,21,20,0,0,20,1,48,48,0,48,0,0,0,0,0,0,48,48,0,48,0,44,44,0,44,0,1690,1528,113,0,1641,49,458,352,57,0,409,49,1232,1176,56,1232,0,413,393,20,413,0,171,153,0,153,18,134,116,0,116,18,37,37,37,0,94,94,0,901,609,215,0,824,77,384,208,99,0,307,77,517,401,116,517,0,194,147,47,194,0,163,111,52,1,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",6.56241954779173,0.203985563929718
269,Baltimore CoC,MD-501,Major Cities,2508,1125,810,27,1962,546,2117,856,688,27,1571,546,391,269,122,391,0,131,85,46,131,0,592,283,19,302,290,566,257,19,276,290,26,26,26,0,295,57,205,9,271,24,85,36,20,0,56,29,5,3,0,0,3,2,80,33,20,0,53,27,27,9,18,27,0,0,0,0,0,0,27,9,18,27,0,40,13,27,40,0,2638,1061,1242,40,2343,295,1988,820,873,40,1733,255,650,241,369,610,40,215,76,125,201,14,226,110,27,137,89,211,108,27,135,76,15,2,2,13,293,272,21,2607,981,997,0,1978,629,1653,751,619,0,1370,283,954,230,378,608,346,318,85,128,213,105,410,218,192,0,Baltimore CoC,1.60766646472443,0.0220032549357753
270,Howard County CoC,MD-504,Suburban CoCs,168,101,24,0,125,43,91,46,5,0,51,40,77,55,19,74,3,23,15,7,22,1,37,15,0,15,22,30,11,0,11,19,7,4,4,3,6,1,0,0,1,5,8,3,0,0,3,5,2,1,0,0,1,1,6,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,93,46,0,139,55,93,40,2,0,42,51,101,53,44,97,4,31,16,14,30,1,39,9,0,9,30,39,9,0,9,30,0,0,0,0,9,5,4,159,83,52,0,135,24,35,20,0,0,20,15,124,63,52,115,9,27,8,15,23,4,5,0,5,0,Howard County CoC,1.47808268508137,0.0684828514126388
271,Baltimore County CoC,MD-505,Suburban CoCs,758,421,51,0,472,286,429,203,0,0,203,226,329,218,51,269,60,100,69,15,84,16,189,59,0,59,130,138,28,0,28,110,51,31,31,20,37,16,0,0,16,21,24,8,0,0,8,16,0,0,0,0,0,0,24,8,0,0,8,16,9,7,1,8,1,0,0,0,0,0,9,7,1,8,1,13,9,1,10,3,919,414,50,0,464,455,569,179,0,0,179,390,350,235,50,285,65,146,102,20,122,24,261,137,0,137,124,245,130,0,130,115,16,7,7,9,81,45,36,426,292,101,0,393,33,133,87,32,0,119,14,293,205,69,274,19,106,69,29,98,8,72,65,7,0,Baltimore County CoC,5.78504306694064,0.164901449911225
